transaction_id,amount,hour_of_day,txn_count_last_24h,distance_from_home_km,is_foreign_country,is_new_merchant,Class
4637,224.54,15,3,2.6,0,0,0
4638,26.88,16,3,2.13,0,0,0
4639,38.91,13,0,14.62,0,0,0
4640,74.36,7,3,10.68,0,0,0
4641,219.59,11,3,0.88,1,0,0
4642,46.94,13,2,5.64,0,1,0
4643,63.93,16,2,6.8,0,0,0
4644,177.02,15,4,9.95,0,0,0
4645,130.59,13,3,1.87,0,0,0
4646,185.41,15,3,0.12,0,0,0
4647,212.9,10,4,5.5,0,0,0
4648,196.56,13,2,23.58,0,1,0
4649,57.56,18,4,7.86,0,0,0
4650,78.63,12,1,6.97,0,0,0
4651,35.4,13,2,20.01,0,0,0
4652,143.9,13,4,1.79,0,0,0
4653,104.36,12,3,4.59,0,0,0
4654,26.08,10,8,8.99,0,0,0
4655,57.67,17,2,1.89,0,0,0
4656,61.99,15,3,3.68,0,0,0
4657,81.54,13,2,2.59,0,0,0
4658,101.93,15,2,3.08,0,0,0
4659,142.57,16,6,7.8,0,0,0
4660,72.22,10,4,8.51,0,0,0
4661,57.05,13,5,3.98,0,0,0
4662,240.9,17,4,6.02,0,0,0
4663,132.42,13,1,0.22,0,0,0
4664,84.61,15,8,13.05,0,0,0
4665,9.49,14,4,4.92,0,0,0
4666,22.26,13,2,1.99,0,1,0
4667,163.12,14,2,5.38,0,0,0
4668,99.88,18,3,2.75,0,0,0
4669,195.64,9,2,0.45,0,0,0
4670,99.14,12,2,6.19,0,0,0
4671,52.75,16,2,7.2,0,0,0
4672,116.44,17,3,3.02,0,0,0
4673,132.09,15,5,21.81,0,0,0
4674,106.11,14,7,1.05,0,0,0
4675,72.5,12,0,7.01,0,0,0
4676,65.73,23,3,1.34,0,0,0
4677,9.56,17,1,8.19,0,0,0
4678,63.43,18,2,1.4,0,0,0
4679,109.2,18,3,10.52,0,0,0
4680,114.97,21,3,15.44,0,0,0
4681,55.42,16,0,21.23,0,1,0
4682,118.62,9,3,20.34,0,0,0
4683,217.15,16,5,0.18,0,0,0
4684,52.54,18,1,18.1,0,0,0
4685,150.66,14,1,1.15,0,0,0
4686,150.18,13,3,13.21,0,0,0
4687,119.85,15,5,2.14,0,0,0
4688,122.33,18,6,1.76,0,1,0
4689,178.95,9,2,1.58,0,0,0
4690,95.41,6,0,6.13,0,0,0
4691,71.83,22,4,13.95,0,0,0
4692,219.52,17,1,12.74,0,0,0
4693,187.72,12,2,2.03,0,0,0
4694,37.74,17,3,4.06,0,1,0
4695,36.02,12,1,2.5,0,1,0
4696,43.51,14,2,1.14,0,0,0
4697,74.04,12,6,0.59,0,0,0
4698,20.6,10,6,1.96,0,0,0
4699,119.74,11,1,10.85,0,0,0
4700,53.61,15,3,0.3,0,0,0
4701,40.71,18,1,2.38,0,0,0
4702,53.3,13,3,17.16,0,0,0
4703,259.84,7,3,6.02,0,0,0
4704,33.11,14,3,1.85,0,0,0
4705,133.05,14,3,1.69,0,0,0
4706,100.49,19,4,7.06,0,0,0
4707,356.7,16,2,2.85,0,0,0
4708,60.89,14,1,4.11,0,0,0
4709,23.45,12,4,4.0,0,0,0
4710,140.07,12,5,1.2,0,0,0
4711,48.24,12,6,7.85,0,0,0
4712,74.44,17,2,0.54,0,0,0
4713,94.69,19,1,2.65,0,0,0
4714,75.69,18,0,0.71,0,0,0
4715,100.88,18,6,1.66,0,0,0
4716,46.05,18,3,13.27,0,0,0
4717,83.0,12,2,15.01,0,0,0
4718,65.99,17,1,4.98,0,0,0
4719,139.37,22,5,1.61,0,0,0
4720,14.97,13,6,4.02,0,0,0
4721,19.6,14,3,4.29,0,0,0
4722,195.37,14,6,14.98,0,0,0
4723,44.11,17,3,3.3,0,0,0
4724,124.57,13,3,2.51,0,1,0
4725,72.53,17,2,1.32,0,1,0
4726,127.33,14,3,7.36,0,0,0
4727,50.03,7,2,0.55,0,0,0
4728,36.59,13,4,0.47,0,0,0
4729,91.31,11,2,6.59,0,0,0
4730,150.76,13,2,0.06,0,0,0
4731,264.18,10,3,3.77,0,0,0
4732,180.98,16,5,11.09,0,1,0
4733,48.43,16,1,4.31,0,1,0
4734,87.92,14,3,5.5,0,1,0
4735,99.55,15,7,1.07,0,0,0
4736,159.2,13,3,7.9,0,0,0
4737,145.36,15,1,0.39,0,0,0
4738,137.17,18,3,3.96,0,0,0
4739,241.11,16,4,5.77,0,0,0
4740,155.09,11,5,5.46,0,0,0
4741,334.3,20,1,0.06,0,0,0
4742,182.83,19,2,7.0,0,0,0
4743,36.83,15,4,0.06,0,0,0
4744,80.9,23,9,5.4,0,0,0
4745,10.34,17,4,3.81,0,0,0
4746,102.2,14,1,5.83,0,0,0
4747,53.26,18,4,0.51,0,0,0
4748,45.97,10,2,0.94,0,0,0
4749,11.15,15,3,0.36,0,0,0
4750,136.19,12,3,7.04,0,0,0
4751,60.22,15,3,0.04,0,0,0
4752,214.4,16,3,3.11,0,0,0
4753,74.85,5,1,2.74,0,0,0
4754,99.57,21,3,12.63,0,0,0
4755,152.94,15,2,0.03,0,0,0
4756,288.14,13,3,0.31,0,0,0
4757,191.92,20,4,8.95,0,0,0
4758,87.94,14,4,0.99,0,0,0
4759,62.55,18,1,0.24,0,0,0
4760,98.96,23,3,3.18,0,0,0
4761,161.03,18,2,0.98,0,0,0
4762,342.53,18,6,2.04,1,0,0
4763,42.12,13,3,5.46,0,0,0
4764,112.51,16,2,2.35,0,0,0
4765,57.28,13,4,9.54,1,0,0
4766,174.13,16,2,3.33,0,0,0
4767,54.16,17,3,0.53,0,1,0
4768,50.87,17,4,1.77,0,0,0
4769,9.51,17,1,0.49,0,0,0
4770,102.85,13,1,1.83,0,0,0
4771,11.2,9,2,2.03,0,0,0
4772,16.02,17,6,4.43,0,0,0
4773,178.54,17,4,0.26,0,0,0
4774,131.22,21,3,10.46,0,0,0
4775,28.0,10,1,3.62,0,0,0
4776,109.29,7,2,7.44,0,0,0
4777,71.34,11,2,8.43,0,0,0
4778,97.34,20,1,2.59,0,0,0
4779,97.09,14,3,23.65,0,0,0
4780,111.01,12,3,3.97,0,0,0
4781,116.25,23,2,5.56,0,0,0
4782,112.51,11,3,0.91,0,0,0
4783,188.46,9,6,0.29,0,0,0
4784,22.62,13,2,0.93,0,0,0
4785,129.64,22,3,6.06,0,1,0
4786,41.96,6,3,1.21,0,0,0
4787,128.98,8,2,12.17,0,0,0
4788,97.12,16,1,4.91,0,0,0
4789,57.3,19,3,5.26,0,0,0
4790,41.25,7,3,4.68,0,0,0
4791,47.76,11,1,0.26,0,0,0
4792,118.4,19,2,1.5,0,0,0
4793,72.29,16,3,6.67,0,0,0
4794,282.45,20,6,2.79,0,0,0
4795,177.7,20,3,3.75,0,0,0
4796,12.64,13,4,4.91,0,0,0
4797,154.96,7,1,0.99,0,1,0
4798,91.79,16,3,5.88,0,0,0
4799,17.89,13,3,0.9,0,0,0
4800,58.89,16,4,3.02,0,0,0
4801,54.75,8,5,0.99,0,0,0
4802,390.7,18,3,5.14,0,0,0
4803,68.1,16,0,0.43,0,0,0
4804,54.43,13,1,1.07,0,0,0
4805,12.05,16,2,1.58,0,0,0
4806,59.05,18,1,1.55,0,0,0
4807,56.91,10,2,3.91,0,0,0
4808,76.58,10,1,2.79,0,0,0
4809,2.45,17,3,20.64,0,0,0
4810,34.41,15,1,7.99,0,0,0
4811,39.81,17,4,0.41,0,0,0
4812,92.8,15,4,3.15,0,0,0
4813,74.33,15,3,0.71,0,0,0
4814,172.43,14,2,4.96,0,0,0
4815,65.16,10,3,2.93,0,0,0
4816,113.19,14,5,6.2,0,0,0
4817,58.92,12,5,7.98,0,0,0
4818,58.48,19,2,7.83,0,0,0
4819,82.73,10,1,13.56,0,0,0
4820,111.92,16,2,15.24,0,0,0
4821,684.19,2,14,762.82,1,1,1
4822,53.57,18,4,0.88,0,0,0
4823,14.14,13,2,3.04,0,0,0
4824,2.79,20,4,1.48,0,1,0
4825,137.9,15,2,2.18,0,0,0
4826,143.49,7,8,0.95,0,0,0
4827,32.12,15,2,0.4,0,0,0
4828,143.5,14,2,5.47,0,0,0
4829,63.39,17,5,13.87,0,0,0
4830,18.73,11,1,1.11,0,1,0
4831,91.14,23,3,1.25,0,0,0
4832,177.9,17,3,4.67,0,0,0
4833,284.84,11,3,6.63,0,0,0
4834,19.6,20,3,14.1,0,0,0
4835,239.8,14,2,2.68,0,0,0
4836,46.34,8,1,0.36,0,0,0
4837,81.41,12,5,1.67,0,0,0
4838,232.44,13,5,0.08,0,0,0
4839,55.03,14,1,0.43,0,0,0
4840,122.95,13,5,2.79,0,0,0
4841,72.41,15,1,3.88,0,1,0
4842,21.52,12,1,3.16,0,0,0
4843,83.94,12,10,0.11,0,1,0
4844,142.57,16,5,1.58,0,0,0
4845,62.16,16,6,1.87,0,0,0
4846,94.35,17,1,8.53,0,0,0
4847,172.95,21,1,0.05,0,0,0
4848,27.06,10,1,1.33,0,0,0
4849,99.68,19,3,4.15,0,1,0
4850,25.49,21,3,13.39,0,1,0
4851,58.68,12,2,19.94,1,0,0
4852,111.86,14,2,18.63,0,0,0
4853,28.65,12,2,12.45,0,0,0
4854,262.48,13,3,2.51,0,0,0
4855,135.11,11,1,13.86,0,0,0
4856,138.32,18,1,7.1,0,0,0
4857,75.33,14,2,0.42,0,0,0
4858,58.03,8,2,2.25,0,0,0
4859,72.77,19,3,10.15,0,0,0
4860,73.11,15,6,2.13,0,0,0
4861,30.13,15,6,2.37,0,0,0
4862,126.13,13,4,9.65,0,0,0
4863,147.08,11,1,9.15,0,0,0
4864,36.77,13,4,3.7,0,0,0
4865,60.28,12,5,23.66,0,0,0
4866,6.77,12,7,10.73,0,0,0
4867,37.12,18,3,22.94,0,0,0
4868,107.95,15,7,0.21,0,0,0
4869,77.02,18,6,7.2,0,0,0
4870,212.14,23,3,6.35,0,0,0
4871,61.75,12,2,1.39,0,0,0
4872,99.63,14,2,0.68,0,0,0
4873,74.28,19,6,6.38,0,0,0
4874,88.17,16,5,0.65,0,0,0
4875,154.35,14,2,0.3,0,0,0
4876,89.26,11,3,3.82,0,0,0
4877,250.67,15,1,2.45,0,0,0
4878,15.54,9,3,5.02,0,0,0
4879,100.48,8,4,1.54,0,0,0
4880,67.38,8,3,8.74,0,0,0
4881,85.24,14,4,7.86,0,0,0
4882,181.71,15,2,0.78,0,0,0
4883,196.3,15,1,5.58,0,0,0
4884,56.3,14,2,0.02,0,0,0
4885,40.03,16,5,10.45,0,0,0
4886,139.57,9,1,13.82,0,0,0
4887,152.94,13,3,2.09,0,0,0
4888,195.15,18,3,1.43,0,0,0
4889,102.43,16,1,10.16,0,0,0
4890,82.86,17,2,3.87,0,0,0
4891,140.19,16,1,14.49,0,0,0
4892,19.48,14,4,3.23,0,0,0
4893,30.46,19,1,1.43,0,0,0
4894,84.72,13,2,2.68,0,0,0
4895,55.16,18,5,8.59,0,0,0
4896,70.49,15,3,3.78,0,0,0
4897,223.74,13,5,5.23,0,0,0
4898,116.07,17,7,8.44,0,0,0
4899,221.79,17,4,0.11,0,0,0
4900,135.05,20,7,3.74,0,0,0
4901,19.26,13,4,2.57,0,0,0
4902,20.51,11,3,17.14,0,0,0
4903,96.52,14,6,4.25,0,0,0
4904,184.02,13,2,7.96,0,0,0
4905,138.39,12,1,6.48,0,0,0
4906,89.39,11,1,2.33,0,0,0
4907,58.64,15,3,2.75,0,1,0
4908,53.36,9,4,8.14,0,0,0
4909,192.48,23,2,2.39,0,0,0
4910,56.66,13,1,0.64,0,0,0
4911,193.21,8,1,4.56,0,0,0
4912,36.09,12,1,3.5,0,0,0
4913,46.95,10,2,5.57,0,0,0
4914,171.23,13,2,1.91,0,0,0
4915,112.25,18,3,2.67,0,0,0
4916,139.5,16,1,3.84,0,0,0
4917,38.88,13,2,2.11,0,1,0
4918,157.48,7,3,0.68,0,0,0
4919,153.53,15,3,2.45,0,0,0
4920,118.3,14,1,11.96,0,0,0
4921,30.29,11,3,10.31,0,0,0
4922,50.96,6,3,3.15,0,0,0
4923,182.04,16,7,1.43,0,0,0
4924,72.42,9,4,1.58,0,0,0
4925,85.9,13,4,10.39,0,1,0
4926,339.05,6,10,866.74,1,1,1
4927,161.57,15,1,1.96,0,0,0
4928,37.67,10,4,1.48,0,0,0
4929,105.72,13,3,7.72,0,0,0
4930,127.59,8,1,5.36,0,1,0
4931,34.13,19,5,4.18,0,0,0
4932,73.33,18,5,3.3,0,0,0
4933,151.98,15,2,3.75,0,0,0
4934,67.62,23,4,2.7,0,0,0
4935,56.03,9,3,6.74,0,1,0
4936,140.82,9,3,9.41,0,0,0
4937,107.0,15,4,14.22,0,0,0
4938,155.47,8,10,2.0,0,0,0
4939,41.8,12,1,0.44,0,0,0
4940,84.06,15,7,1.93,0,0,0
4941,626.68,7,6,630.66,1,1,1
4942,40.46,17,4,4.07,0,0,0
4943,96.43,9,3,1.93,0,0,0
4944,125.28,15,7,6.9,0,0,0
4945,90.68,16,3,5.82,0,0,0
4946,126.48,20,2,5.96,0,0,0
4947,14.88,13,1,1.39,0,0,0
4948,41.23,9,4,15.98,0,0,0
4949,41.25,9,2,2.26,0,0,0
4950,88.29,23,2,3.55,0,0,0
4951,40.93,12,2,1.27,0,0,0
4952,53.14,11,0,2.1,0,0,0
4953,104.24,19,4,2.75,0,0,0
4954,87.67,18,2,3.39,0,0,0
4955,62.38,9,1,0.07,0,0,0
4956,125.15,15,2,1.81,0,0,0
4957,209.64,19,5,13.42,0,0,0
4958,22.15,13,2,3.72,0,0,0
4959,142.04,12,2,2.82,0,0,0
4960,25.52,8,2,7.29,0,0,0
4961,137.17,23,3,7.43,0,0,0
4962,73.05,23,2,4.11,0,0,0
4963,58.45,14,4,6.66,0,1,0
4964,49.03,11,4,9.77,0,0,0
4965,51.43,17,3,9.39,0,0,0
4966,87.92,15,6,2.54,0,0,0
4967,40.18,7,0,3.13,0,0,0
4968,106.62,11,2,1.12,0,0,0
4969,38.23,23,4,2.08,0,0,0
4970,40.33,11,2,5.39,0,0,0
4971,130.02,13,6,0.32,0,0,0
4972,120.81,16,2,0.94,0,0,0
4973,147.04,21,6,6.45,0,0,0
4974,118.74,14,3,5.47,0,0,0
4975,42.42,11,4,27.79,0,0,0
4976,28.02,11,3,2.16,0,0,0
4977,110.92,12,4,1.25,0,0,0
4978,243.32,9,4,6.08,0,0,0
4979,263.45,10,4,18.95,0,0,0
4980,899.58,5,10,42.39,1,1,1
4981,17.48,14,3,3.14,0,0,0
4982,191.4,16,1,9.32,0,0,0
4983,80.42,19,2,0.91,0,0,0
4984,173.74,16,9,0.59,0,0,0
4985,164.91,9,2,1.45,0,0,0
4986,59.55,9,1,8.29,0,0,0
4987,60.7,19,4,0.96,0,1,0
4988,25.34,11,2,4.96,0,0,0
4989,70.95,16,2,25.05,0,0,0
4990,48.28,15,3,7.11,0,0,0
4991,124.51,11,2,1.03,0,0,0
4992,104.96,18,2,8.7,0,0,0
4993,89.18,16,4,3.03,0,0,0
4994,48.06,18,4,7.52,0,0,0
4995,77.23,15,2,4.02,0,0,0
4996,49.85,13,1,1.23,0,0,0
4997,219.81,10,2,1.67,0,0,0
4998,80.18,15,2,8.86,0,0,0
4999,67.22,18,5,3.93,0,1,0
5000,153.94,12,3,2.59,0,0,0
5001,148.45,11,6,5.38,0,0,0
5002,150.12,16,3,1.46,0,0,0
5003,81.58,16,2,3.77,0,0,0
5004,70.61,14,2,4.02,0,0,0
5005,255.4,18,2,5.09,0,0,0
5006,64.7,21,1,0.52,0,0,0
5007,90.03,13,4,2.45,0,0,0
5008,158.47,10,1,3.2,0,0,0
5009,55.72,15,4,1.65,0,0,0
5010,58.6,10,1,16.33,0,0,0
5011,108.95,5,4,4.94,0,0,0
5012,59.73,17,2,7.5,0,0,0
5013,64.97,19,2,6.77,0,0,0
5014,89.95,10,3,1.08,0,0,0
5015,1121.84,0,24,284.49,0,0,1
5016,13.38,18,4,0.45,0,0,0
5017,45.9,14,2,0.27,0,0,0
5018,12.6,17,2,7.14,0,0,0
5019,52.01,19,2,0.68,0,1,0
5020,98.76,10,5,6.2,0,0,0
5021,60.39,13,5,6.04,0,0,0
5022,96.52,11,5,4.07,0,0,0
5023,56.52,8,4,1.88,0,0,0
5024,88.1,12,3,12.06,0,0,0
5025,72.62,10,3,9.73,0,0,0
5026,141.62,18,1,2.97,0,0,0
5027,78.4,10,1,1.57,0,0,0
5028,9.25,19,7,6.65,0,0,0
5029,64.79,18,2,1.45,0,0,0
5030,153.95,13,3,0.73,0,0,0
5031,281.04,21,3,3.35,0,0,0
5032,126.87,12,2,6.5,0,0,0
5033,30.55,11,5,3.83,0,0,0
5034,211.52,16,1,0.82,0,0,0
5035,265.51,15,3,8.73,0,0,0
5036,130.82,13,2,0.47,0,0,0
5037,58.87,9,1,20.55,0,0,0
5038,48.04,14,5,6.68,0,0,0
5039,103.36,18,2,0.28,0,0,0
5040,107.72,13,7,0.06,0,0,0
5041,203.79,10,3,6.18,0,0,0
5042,100.36,16,2,4.64,0,1,0
5043,115.08,13,2,0.84,0,0,0
5044,37.74,20,1,4.83,0,0,0
5045,263.23,0,3,5.66,0,0,0
5046,1067.77,2,13,79.04,0,1,1
5047,62.8,18,3,1.51,0,0,0
5048,82.2,13,0,4.09,0,0,0
5049,125.5,20,5,0.56,0,1,0
5050,286.44,17,2,3.39,0,1,0
5051,93.22,16,2,4.17,0,0,0
5052,172.46,10,6,9.58,0,0,0
5053,74.1,16,1,10.53,1,0,0
5054,47.32,14,0,0.54,0,0,0
5055,99.46,18,2,2.46,0,0,0
5056,51.04,7,2,11.87,0,0,0
5057,67.96,17,2,0.32,0,0,0
5058,438.27,10,5,4.84,0,0,0
5059,154.4,15,2,6.05,1,0,0
5060,112.76,16,1,2.4,0,0,0
5061,106.75,18,5,5.78,0,0,0
5062,214.0,4,0,3.49,0,0,0
5063,227.97,20,2,2.72,0,0,0
5064,85.39,14,5,1.16,0,0,0
5065,111.88,19,3,7.5,0,0,0
5066,94.47,12,5,3.31,0,1,0
5067,41.98,8,1,14.04,0,0,0
5068,116.24,14,5,0.49,0,0,0
5069,25.68,7,0,9.49,0,1,0
5070,58.77,12,1,3.75,0,0,0
5071,89.69,18,4,0.95,0,0,0
5072,136.96,12,2,1.44,0,0,0
5073,229.74,14,2,2.33,0,0,0
5074,55.06,16,4,3.45,0,1,0
5075,128.88,13,2,13.17,0,0,0
5076,40.25,16,1,3.32,0,0,0
5077,97.18,12,1,2.21,0,0,0
5078,105.88,15,2,4.03,0,0,0
5079,20.02,16,3,2.98,0,0,0
5080,127.46,16,2,6.45,0,0,0
5081,63.18,15,0,4.64,0,0,0
5082,85.87,10,0,8.17,0,0,0
5083,120.23,23,6,6.17,0,0,0
5084,97.19,11,3,5.05,0,0,0
5085,89.52,11,7,4.39,0,0,0
5086,126.11,13,4,8.61,0,0,0
5087,83.73,11,3,7.82,0,0,0
5088,46.28,21,5,4.13,0,0,0
5089,184.78,15,5,0.57,0,0,0
5090,66.41,13,2,20.88,0,0,0
5091,150.34,18,2,1.83,1,0,0
5092,138.09,15,1,0.4,0,0,0
5093,41.01,12,0,3.92,0,1,0
5094,126.15,9,3,0.19,0,0,0
5095,79.59,12,2,4.19,0,0,0
5096,268.6,14,3,3.48,0,0,0
5097,98.84,11,2,4.58,0,0,0
5098,192.47,9,2,8.07,0,0,0
5099,58.14,15,2,2.18,0,0,0
5100,234.28,7,8,563.39,0,0,1
5101,26.75,14,4,5.72,0,0,0
5102,23.4,11,4,5.27,0,0,0
5103,153.85,10,0,2.39,0,0,0
5104,236.65,19,2,4.1,0,0,0
5105,57.76,15,3,1.59,0,0,0
5106,44.43,9,1,8.05,0,0,0
5107,181.13,5,6,3.86,0,1,0
5108,56.28,10,2,2.8,0,0,0
5109,167.93,13,3,5.36,0,0,0
5110,112.26,11,1,0.43,0,0,0
5111,16.12,21,1,5.43,0,0,0
5112,173.09,21,3,4.69,0,0,0
5113,61.58,15,2,9.2,0,0,0
5114,252.38,12,3,18.5,0,1,0
5115,256.27,20,2,1.05,0,0,0
5116,68.41,11,6,1.01,0,0,0
5117,95.27,11,1,4.78,0,0,0
5118,45.51,14,1,8.02,0,0,0
5119,71.53,8,3,8.59,0,0,0
5120,69.23,8,2,1.53,0,0,0
5121,61.78,19,5,1.64,0,0,0
5122,63.98,19,2,1.87,0,0,0
5123,96.12,16,7,4.91,0,0,0
5124,51.69,15,2,9.56,0,1,0
5125,97.35,12,2,5.52,0,0,0
5126,193.46,15,1,10.34,0,0,0
5127,147.62,16,3,2.24,0,1,0
5128,339.03,9,2,1.23,1,0,0
5129,48.06,11,5,0.49,0,0,0
5130,68.17,17,6,2.38,0,0,0
5131,16.24,9,5,22.2,0,1,0
5132,83.67,14,5,4.79,0,1,0
5133,205.45,11,7,17.39,0,0,0
5134,83.81,23,2,7.49,0,0,0
5135,432.4,2,9,247.25,1,0,1
5136,62.85,16,1,5.03,0,0,0
5137,246.92,12,1,9.94,0,0,0
5138,16.43,17,3,3.12,0,0,0
5139,209.83,19,4,5.64,1,0,0
5140,1117.57,1,15,61.19,1,0,1
5141,191.43,9,2,3.7,0,1,0
5142,120.67,15,3,16.45,0,0,0
5143,25.91,6,5,14.09,0,0,0
5144,77.88,15,4,17.82,0,0,0
5145,73.03,12,3,8.17,0,0,0
5146,19.23,13,3,0.72,0,0,0
5147,122.03,15,2,13.64,0,0,0
5148,179.97,16,5,4.32,0,0,0
5149,87.54,14,5,16.86,0,0,0
5150,62.08,5,2,3.47,0,0,0
5151,130.32,5,6,2.6,0,0,0
5152,72.48,23,4,0.88,0,0,0
5153,109.61,9,4,3.74,0,0,0
5154,45.05,15,5,1.8,0,0,0
5155,46.11,10,5,10.62,0,0,0
5156,52.79,14,4,2.94,0,1,0
5157,180.38,18,1,0.48,0,1,0
5158,41.24,11,3,0.63,0,0,0
5159,77.89,11,1,2.0,0,0,0
5160,73.09,18,3,9.66,0,0,0
5161,233.26,18,4,0.16,0,0,0
5162,107.06,15,4,15.87,0,0,0
5163,77.39,16,2,25.59,0,0,0
5164,81.03,4,3,8.11,0,0,0
5165,216.06,17,1,1.1,0,1,0
5166,326.31,12,6,1.04,0,0,0
5167,144.45,23,4,1.83,0,0,0
5168,141.77,20,4,4.67,0,0,0
5169,353.85,2,14,12.99,0,1,1
5170,89.5,13,4,12.02,0,0,0
5171,65.82,9,4,0.25,0,0,0
5172,73.8,16,4,4.49,0,0,0
5173,172.19,1,12,263.28,0,1,1
5174,141.55,10,5,0.31,0,0,0
5175,95.78,11,1,1.96,0,0,0
5176,58.58,17,4,1.93,0,0,0
5177,168.41,13,2,2.63,0,1,0
5178,40.85,20,2,0.76,0,0,0
5179,115.9,21,2,0.04,0,0,0
5180,69.81,18,3,2.03,0,0,0
5181,149.26,7,4,6.48,0,0,0
5182,41.68,17,2,6.13,0,1,0
5183,29.61,17,3,1.99,0,0,0
5184,135.65,18,1,7.69,0,0,0
5185,43.54,8,4,8.02,0,1,0
5186,298.18,4,1,6.3,0,0,0
5187,58.93,20,4,0.75,0,0,0
5188,15.61,7,6,22.97,0,0,0
5189,0.18,7,2,1.72,0,0,0
5190,52.67,17,4,0.11,0,0,0
5191,92.58,12,3,10.55,0,0,0
5192,112.18,11,3,0.56,0,0,0
5193,128.82,19,2,0.45,0,0,0
5194,69.26,19,1,0.15,0,1,0
5195,79.94,10,6,12.81,0,0,0
5196,79.17,15,2,3.92,0,0,0
5197,168.65,18,5,24.75,0,0,0
5198,75.86,20,1,0.74,0,0,0
5199,39.33,14,3,0.53,0,0,0
5200,82.24,12,5,1.48,0,1,0
5201,156.24,7,1,1.84,0,0,0
5202,102.47,17,0,18.22,0,1,0
5203,195.25,19,1,9.35,0,0,0
5204,129.25,11,5,3.3,0,0,0
5205,44.66,14,6,4.09,0,0,0
5206,198.86,5,3,14.16,0,0,0
5207,110.2,8,1,22.88,0,1,0
5208,169.09,19,5,5.14,0,0,0
5209,68.1,12,0,5.97,0,1,0
5210,25.46,17,2,3.46,0,0,0
5211,192.32,16,3,0.25,0,0,0
5212,33.89,18,1,8.22,0,0,0
5213,154.99,16,4,2.22,0,0,0
5214,89.46,13,6,2.87,0,0,0
5215,136.31,14,2,5.95,0,0,0
5216,20.26,16,3,0.75,0,0,0
5217,134.5,15,6,1.36,0,0,0
5218,206.82,22,5,0.0,0,0,0
5219,50.13,9,2,6.63,0,0,0
5220,63.66,13,5,0.54,0,0,0
5221,117.42,15,3,3.02,0,0,0
5222,193.98,12,1,0.84,0,0,0
5223,62.36,16,4,8.15,0,0,0
5224,67.81,18,4,1.21,0,0,0
5225,223.85,14,4,5.54,0,0,0
5226,175.92,14,3,3.18,0,0,0
5227,85.27,21,4,6.01,0,0,0
5228,113.9,11,5,6.22,0,0,0
5229,25.96,13,2,8.39,0,0,0
5230,26.64,15,5,2.91,0,0,0
5231,117.15,13,3,4.33,0,0,0
5232,201.45,17,4,1.97,0,0,0
5233,33.37,10,5,0.32,0,0,0
5234,83.49,11,5,1.55,0,0,0
5235,34.65,8,3,2.89,0,0,0
5236,48.91,19,1,2.12,0,0,0
5237,43.33,15,4,16.19,0,0,0
5238,139.69,11,2,4.21,0,0,0
5239,37.35,12,5,6.59,0,0,0
5240,13.5,14,4,5.29,0,0,0
5241,43.88,15,5,3.26,0,0,0
5242,61.59,12,1,7.22,0,0,0
5243,81.4,12,3,2.41,0,0,0
5244,40.77,7,1,4.61,0,0,0
5245,102.09,13,5,3.78,0,0,0
5246,227.29,13,1,2.5,0,1,0
5247,123.46,14,3,1.81,0,0,0
5248,102.46,22,6,4.84,0,0,0
5249,129.06,16,7,4.41,0,0,0
5250,33.91,23,2,8.07,0,0,0
5251,76.2,9,4,3.64,0,0,0
5252,52.55,11,2,4.08,0,0,0
5253,47.07,11,6,6.15,0,0,0
5254,143.43,19,5,9.6,0,1,0
5255,36.46,19,3,0.43,0,0,0
5256,85.69,14,2,0.78,0,0,0
5257,144.47,16,2,5.5,0,0,0
5258,59.8,17,0,2.79,0,0,0
5259,240.12,11,1,15.71,0,0,0
5260,138.86,18,5,10.71,0,0,0
5261,101.27,18,5,1.34,0,0,0
5262,30.6,15,3,3.2,0,0,0
5263,64.99,10,3,4.78,0,1,0
5264,107.55,15,2,4.63,0,0,0
5265,66.97,23,1,5.43,0,0,0
5266,59.65,20,0,2.26,0,0,0
5267,77.36,11,4,0.43,0,0,0
5268,193.38,10,5,1.77,0,0,0
5269,128.71,23,2,16.37,0,0,0
5270,152.18,14,6,6.86,0,0,0
5271,45.75,17,5,10.53,0,0,0
5272,130.53,8,1,11.09,0,0,0
5273,79.54,11,1,13.22,0,0,0
5274,42.33,19,1,5.91,0,0,0
5275,127.83,12,3,1.15,0,0,0
5276,175.57,13,2,6.99,0,0,0
5277,52.8,11,6,16.34,0,0,0
5278,34.22,11,3,12.54,0,0,0
5279,155.35,14,2,0.01,0,0,0
5280,36.71,15,1,0.08,0,1,0
5281,77.83,13,5,1.94,0,0,0
5282,124.4,8,1,0.61,0,1,0
5283,30.53,9,2,5.4,0,0,0
5284,100.35,18,3,4.69,0,0,0
5285,59.37,13,3,8.16,0,0,0
5286,33.09,12,3,1.46,0,0,0
5287,98.09,13,2,1.27,0,0,0
5288,123.28,16,8,16.58,0,0,0
5289,131.01,12,1,3.06,0,0,0
5290,54.88,17,7,9.59,0,0,0
5291,351.58,13,2,3.76,1,0,0
5292,167.4,14,1,2.05,0,0,0
5293,113.49,16,4,0.09,0,0,0
5294,95.57,11,1,7.33,0,0,0
5295,25.99,17,3,12.23,0,0,0
5296,232.74,15,5,0.26,0,0,0
5297,155.14,18,5,8.07,0,0,0
5298,98.16,8,2,5.99,0,0,0
5299,33.05,13,1,8.91,0,0,0
